ID,RowCount
101,480
102,480
103,480
104,480
105,480
106,480
107,480
108,480
109,480
110,480
111,480
112,480
113,480
114,320
115,480
116,480
117,480
118,480
119,480
120,480
121,480
122,480
123,480
124,480
125,480
126,480
127,480
128,480
129,480
130,480
231,480
232,480
233,480
234,480
235,480
236,480
237,460
238,476
239,480
240,464
241,480
242,320
243,320
244,480
245,480
246,160
247,480
248,480
249,480
250,480
